단어,positive,negative,그룹
배우다,4,0,KT Skylife
쌩돈,2,0,KT Skylife
분명,3,2,KT Skylife
모든,2,0,KT Skylife
재산,2,0,KT Skylife
증가,2,0,KT Skylife
그르다,2,0,KT Skylife
내야,3,0,KT Skylife
맛있다,2,1,KT Skylife
스라에서,0,2,KT Skylife
한상태,0,2,KT Skylife
연체,8,2,KT Skylife
때리다,2,2,KT Skylife
이야기,2,2,KT Skylife
중복,8,0,KT Skylife
청구,19,0,KT Skylife
바로잡다,2,0,KT Skylife
기간,11,0,KT Skylife
짜증,2,0,KT Skylife
사례,4,0,KT Skylife
아예,4,0,KT Skylife
남은,4,0,KT Skylife
스라에,2,0,KT Skylife
그런데,2,0,KT Skylife
가산,4,0,KT Skylife
고지도,2,0,KT Skylife
그러니까,4,0,KT Skylife
최종,2,0,KT Skylife
가량,2,0,KT Skylife
피해,4,0,KT Skylife
부담,3,0,KT Skylife
고치다,2,0,KT Skylife
거지,2,0,KT Skylife
손해,2,2,KT Skylife
의도,0,2,KT Skylife
인하다,0,2,KT Skylife
이용자,1,2,KT Skylife
통신,2,2,KT Skylife
신용,2,2,KT Skylife
점수,0,2,KT Skylife
마이너스,0,2,KT Skylife
아랫,0,2,KT Skylife
발생,1,2,KT Skylife
사유,0,2,KT Skylife
기약,0,2,KT Skylife
말로,2,0,KT Skylife
안내면,2,0,KT Skylife
민원,2,0,KT Skylife
환불,2,0,KT Skylife
늘이다,4,0,KT Skylife
오저,1,0,KT Skylife
이한,2,0,KT Skylife
나르다,2,0,KT Skylife
전산,2,2,KT Skylife
오류로,2,0,KT Skylife
라고,3,2,KT Skylife
조정,8,0,KT Skylife
치딸떼스라가,1,0,KT Skylife
분납,10,14,KT Skylife
붙이다,2,0,KT Skylife
없애다,2,0,KT Skylife
무식,2,0,KT Skylife
방식,6,0,KT Skylife
기록,2,0,KT Skylife
스라가,1,0,KT Skylife
타협,0,2,KT Skylife
중간,2,0,KT Skylife
개떡,1,0,KT Skylife
담합,1,0,KT Skylife
관리,1,0,KT Skylife
관계자,0,1,KT Skylife
일부러,0,2,KT Skylife
실사,1,2,KT Skylife
보신,2,0,KT Skylife
이속,1,0,KT Skylife
도가,1,0,KT Skylife
사양,2,0,KT Skylife
가속도,1,0,KT Skylife
황성,1,0,KT Skylife
헬로모바일,4,0,KT Skylife
모아,15,8,KT Skylife
재테크,1,0,KT Skylife
슬림,9,4,KT Skylife
바스켓트볼네,0,1,KT Skylife
박력,0,1,KT Skylife
금메달,1,0,KT Skylife
제르,1,0,KT Skylife
코드,4,0,KT Skylife
인하,4,2,KT Skylife
평생,3,0,KT Skylife
제라,4,0,KT Skylife
물리다,2,0,KT Skylife
변경했습니다앱으로,1,0,KT Skylife
앱으로,9,4,KT Skylife
앱에서월말에,1,0,KT Skylife
표기,2,0,KT Skylife
월요일,2,0,KT Skylife
앱에서,2,4,KT Skylife
아마도,1,2,KT Skylife
군가,0,2,KT Skylife
시절,2,0,KT Skylife
이어서,2,0,KT Skylife
안남,2,0,KT Skylife
아서,2,0,KT Skylife
붙잡다,2,0,KT Skylife
해피,0,1,KT Skylife
도리,0,1,KT Skylife
퇴대,0,2,KT Skylife
첨스부비헬모도,1,0,KT Skylife
바람,2,1,KT Skylife
첨스부비감사합니다안되는줄,1,0,KT Skylife
앱이나,2,0,KT Skylife
공동,0,2,KT Skylife
가맹,0,2,KT Skylife
새롭다,2,0,KT Skylife
인생,2,0,KT Skylife
플러스,7,2,KT Skylife
매입,0,2,KT Skylife
이러다,2,2,KT Skylife
바일,4,2,KT Skylife
넘어가다,1,6,KT Skylife
아카리,0,1,KT Skylife
타인,4,2,KT Skylife
서리,0,2,KT Skylife
통신망,2,0,KT Skylife
중요,2,0,KT Skylife
역시,12,7,KT Skylife
하니,2,0,KT Skylife
번이,2,0,KT Skylife
판매,4,0,KT Skylife
스토어,2,0,KT Skylife
특가,2,0,KT Skylife
보장,2,0,KT Skylife
쿠팡,2,0,KT Skylife
오프라인,2,0,KT Skylife
편의점,2,0,KT Skylife
미만,2,0,KT Skylife
혜택스벅,2,0,KT Skylife
장터,0,2,KT Skylife
릴레이,0,2,KT Skylife
홍보,0,2,KT Skylife
하진,0,2,KT Skylife
유의,2,0,KT Skylife
체크,2,2,KT Skylife
앱에서만,2,0,KT Skylife
초슬림요슴제초슬림요슴제,1,0,KT Skylife
겨울,2,0,KT Skylife
철새,1,0,KT Skylife
예전,9,0,KT Skylife
건물,1,0,KT Skylife
스마트,1,0,KT Skylife
티브,1,0,KT Skylife
처음,3,2,KT Skylife
인가,3,0,KT Skylife
전신주,1,0,KT Skylife
나서다,1,0,KT Skylife
괜찮아,1,0,KT Skylife
스라로,1,0,KT Skylife
이것저것,1,0,KT Skylife
전후,1,0,KT Skylife
모뎀,3,0,KT Skylife
크기,2,0,KT Skylife
사진,1,0,KT Skylife
동생,5,0,KT Skylife
추후,1,0,KT Skylife
수도,3,0,KT Skylife
사령관,1,0,KT Skylife
쓰레기,2,0,KT Skylife
위약금,2,0,KT Skylife
코카,11,0,KT Skylife
스파,11,0,KT Skylife
니엘,11,0,KT Skylife
부족,1,0,KT Skylife
광고,2,0,KT Skylife
최악,4,0,KT Skylife
니코틴,1,0,KT Skylife
관심,2,0,KT Skylife
용저,1,0,KT Skylife
하루,4,0,KT Skylife
로봇수사대캅스저도,1,0,KT Skylife
핸드폰,3,0,KT Skylife
밀리,1,0,KT Skylife
서재,1,0,KT Skylife
평일,5,0,KT Skylife
맞추다,1,0,KT Skylife
어렵다,3,0,KT Skylife
아침,1,0,KT Skylife
분만,1,0,KT Skylife
걱정,2,0,KT Skylife
구석구석,1,0,KT Skylife
뿌윙뿌현금서비스아보이네요정보좀알랴두세요,1,0,KT Skylife
빅맨,2,0,KT Skylife
중인,2,0,KT Skylife
포함,4,4,KT Skylife
베리,1,0,KT Skylife
스타,1,0,KT Skylife
쭈먹밥좋네요,1,0,KT Skylife
상봉,2,0,KT Skylife
세종텔레콤,3,2,KT Skylife
넘어오다,1,0,KT Skylife
가맹점,5,0,KT Skylife
티플러스,15,0,KT Skylife
다이렉,1,0,KT Skylife
바뀌다,24,0,KT Skylife
새로,3,0,KT Skylife
몽고,1,0,KT Skylife
리스,1,0,KT Skylife
제스,1,0,KT Skylife
세뷰스라,1,0,KT Skylife
메모,2,0,KT Skylife
떠나다,3,1,KT Skylife
즐겁다,0,1,KT Skylife
파리,0,1,KT Skylife
테크,0,2,KT Skylife
요여,0,1,KT Skylife
세종,4,0,KT Skylife
에이,5,1,KT Skylife
모빙스라는,1,0,KT Skylife
승인,4,0,KT Skylife
대충,2,0,KT Skylife
스노우,0,2,KT Skylife
사업,0,2,KT Skylife
종료,2,2,KT Skylife
착하다,1,0,KT Skylife
추하다,2,0,KT Skylife
리알,1,0,KT Skylife
뿌윙뿌정보,1,0,KT Skylife
방어,2,0,KT Skylife
치비,1,0,KT Skylife
최대,4,0,KT Skylife
소개,12,2,KT Skylife
비바람,1,0,KT Skylife
끄떡없이,1,0,KT Skylife
진진,1,0,KT Skylife
웅거,1,0,KT Skylife
인위칭저도,1,0,KT Skylife
삼촌,1,0,KT Skylife
경험,1,0,KT Skylife
달리,1,0,KT Skylife
진화,1,0,KT Skylife
넷플이나,1,0,KT Skylife
유툽도,1,0,KT Skylife
메이저,1,0,KT Skylife
여부,1,0,KT Skylife
도서,1,0,KT Skylife
산간,1,0,KT Skylife
완전,4,0,KT Skylife
한곳,1,0,KT Skylife
유사,1,0,KT Skylife
개념,1,0,KT Skylife
따지다,1,0,KT Skylife
계산,1,0,KT Skylife
결과,2,0,KT Skylife
뒤지다,1,0,KT Skylife
이만큼,1,0,KT Skylife
화랑,4,0,KT Skylife
주더,1,0,KT Skylife
상위,2,0,KT Skylife
비호,1,0,KT Skylife
본가,2,0,KT Skylife
청청,1,0,KT Skylife
아고,1,0,KT Skylife
가의,1,0,KT Skylife
첫사랑,1,0,KT Skylife
어진이,1,1,KT Skylife
유윤,1,0,KT Skylife
드루이드,0,1,KT Skylife
전번,1,0,KT Skylife
자꾸,1,0,KT Skylife
로기,1,0,KT Skylife
로그인,36,4,KT Skylife
모으다,1,0,KT Skylife
사서,1,0,KT Skylife
사면,1,0,KT Skylife
테스트,1,2,KT Skylife
슬롯,1,0,KT Skylife
잡지,1,0,KT Skylife
전원,2,0,KT Skylife
스마트폰,3,2,KT Skylife
외산,4,0,KT Skylife
대리점,1,4,KT Skylife
가리다,3,0,KT Skylife
끼우다,1,0,KT Skylife
함께,3,0,KT Skylife
문제없이,1,0,KT Skylife
저장,5,4,KT Skylife
사전,1,0,KT Skylife
단말기,1,0,KT Skylife
기로,1,0,KT Skylife
기능,1,0,KT Skylife
일종,1,0,KT Skylife
차별,1,0,KT Skylife
과금,1,0,KT Skylife
체계,1,0,KT Skylife
유중,1,0,KT Skylife
듀얼심,1,0,KT Skylife
이중,3,0,KT Skylife
베이컨,2,0,KT Skylife
예정,6,4,KT Skylife
복잡,2,0,KT Skylife
루크주변,0,1,KT Skylife
아프다,0,2,KT Skylife
이나,0,2,KT Skylife
속편,0,2,KT Skylife
해달,0,2,KT Skylife
주변,0,1,KT Skylife
경고,1,0,KT Skylife
문구,1,0,KT Skylife
이거,1,0,KT Skylife
로라,0,1,KT Skylife
우소,0,1,KT Skylife
일부,2,0,KT Skylife
부시,1,0,KT Skylife
발신,2,0,KT Skylife
거품,2,0,KT Skylife
영숙이,2,0,KT Skylife
한번,2,0,KT Skylife
이방,1,0,KT Skylife
에러,2,0,KT Skylife
로티,0,1,KT Skylife
실패,4,0,KT Skylife
성공,2,0,KT Skylife
찝찝하게,2,0,KT Skylife
앱을,6,0,KT Skylife
종이호랭쓰전,1,0,KT Skylife
한방,6,0,KT Skylife
허청,2,0,KT Skylife
서너,2,0,KT Skylife
하나로,0,1,KT Skylife
클럽,0,1,KT Skylife
개인연금,0,2,KT Skylife
계좌,0,4,KT Skylife
커버,0,2,KT Skylife
미주,0,2,KT Skylife
후회,0,2,KT Skylife
막심,0,2,KT Skylife
테슬라,0,2,KT Skylife
채권,0,2,KT Skylife
혼합,0,2,KT Skylife
개빡,1,0,KT Skylife
손소독,1,2,KT Skylife
수백,2,0,KT Skylife
즐겨찾기,6,4,KT Skylife
분이,2,4,KT Skylife
링크,6,10,KT Skylife
활성,4,0,KT Skylife
백수,2,2,KT Skylife
주소,1,8,KT Skylife
앱하고,4,0,KT Skylife
개판,8,4,KT Skylife
남순로겐업뎃안하는중업뎃안하는중,2,0,KT Skylife
강제업뎃이에요,4,0,KT Skylife
머머나앱으로,2,0,KT Skylife
전이,2,0,KT Skylife
푸렛정보감사합니다,2,0,KT Skylife
훨씬,4,0,KT Skylife
인터내셔널,2,0,KT Skylife
적응,4,0,KT Skylife
나름,4,2,KT Skylife
회원,2,1,KT Skylife
옛날,4,0,KT Skylife
버전,4,0,KT Skylife
통신사앱을,2,0,KT Skylife
삼성,6,4,KT Skylife
브라우저,2,2,KT Skylife
페이쓰리앱은,0,2,KT Skylife
패스,4,4,KT Skylife
앱은,0,2,KT Skylife
삼브라서,4,0,KT Skylife
츄니엘감사합니다,2,0,KT Skylife
챠트쟁이는,2,0,KT Skylife
월드,4,0,KT Skylife
지우다,4,6,KT Skylife
터치,0,4,KT Skylife
영준,4,0,KT Skylife
탈출,0,4,KT Skylife
여름,2,0,KT Skylife
산타,2,0,KT Skylife
엠모바일은,4,0,KT Skylife
겹치다,4,0,KT Skylife
개악,4,0,KT Skylife
늘리다,4,0,KT Skylife
입력,9,0,KT Skylife
하아앱,1,0,KT Skylife
조심조심,2,0,KT Skylife
실수,10,4,KT Skylife
요것,0,2,KT Skylife
단계,0,2,KT Skylife
날라리,1,0,KT Skylife
연구원,1,0,KT Skylife
황당,1,0,KT Skylife
분할결제했는데전액됫더라구요,2,0,KT Skylife
어이없다,2,0,KT Skylife
분명히,2,0,KT Skylife
됬네요,2,0,KT Skylife
당일,4,0,KT Skylife
온라인,2,0,KT Skylife
다음날,2,0,KT Skylife
보원,2,0,KT Skylife
신고,2,0,KT Skylife
겁나다,2,0,KT Skylife
안전,0,4,KT Skylife
책속에괴물이있어앱이바뀐건가요아이폰기준,1,0,KT Skylife
쓰던앱,2,0,KT Skylife
그대로인데앱이바뀐건가요,1,0,KT Skylife
아이폰,1,0,KT Skylife
강제,2,0,KT Skylife
업뎃이요,2,0,KT Skylife
다다,0,1,KT Skylife
자책,0,2,KT Skylife
왠지,0,2,KT Skylife
위안,0,2,KT Skylife
한참,2,0,KT Skylife
놓치다,2,0,KT Skylife
앱이랑,2,0,KT Skylife
탄로,1,3,KT Skylife
거짓말,1,3,KT Skylife
겅쮸저는,2,0,KT Skylife
그리고,6,0,KT Skylife
베이비,0,2,KT Skylife
도지,0,2,KT Skylife
파트너,0,4,KT Skylife
겅쮸미납이,2,0,KT Skylife
경로,4,0,KT Skylife
접근,4,0,KT Skylife
가미,2,0,KT Skylife
청구서,4,0,KT Skylife
발행,4,0,KT Skylife
로딩,4,0,KT Skylife
겅쮸이번,2,0,KT Skylife
분위기,4,0,KT Skylife
스라관련,2,0,KT Skylife
챗봇,0,4,KT Skylife
꿈꾸는나챗봇은,2,0,KT Skylife
챗봇은,2,0,KT Skylife
겅쮸저도,0,2,KT Skylife
챗봇해봤지만,0,4,KT Skylife
덕분,4,0,KT Skylife
미츠키다른링크들은,0,2,KT Skylife
똑같이,0,4,KT Skylife
정상화,0,4,KT Skylife
수틀,2,0,KT Skylife
아까,4,0,KT Skylife
겅쮸시쯤엔,0,2,KT Skylife
넘어서다,0,4,KT Skylife
불만,4,0,KT Skylife
접수,4,0,KT Skylife
어플업뎃,4,0,KT Skylife
겅쮸그러니까,2,0,KT Skylife
업뎃을,4,0,KT Skylife
앱지우고,0,4,KT Skylife
겅쮸보니까,0,2,KT Skylife
고고고씽카톡,2,0,KT Skylife
계정,7,2,KT Skylife
사람,7,0,KT Skylife
아이,1,0,KT Skylife
놀라다,1,0,KT Skylife
조심,1,0,KT Skylife
심각,5,0,KT Skylife
침해,2,0,KT Skylife
사고,9,0,KT Skylife
청주,1,0,KT Skylife
애기,1,0,KT Skylife
미치다,2,0,KT Skylife
와우,2,0,KT Skylife
정수기,1,0,KT Skylife
해킹,2,0,KT Skylife
개이다,1,0,KT Skylife
앱이,2,2,KT Skylife
커뮤니티,2,0,KT Skylife
모듈,2,0,KT Skylife
패치,2,0,KT Skylife
건드리다,1,0,KT Skylife
누구,1,0,KT Skylife
메뉴,8,0,KT Skylife
글자,1,0,KT Skylife
계약,2,0,KT Skylife
노출,1,0,KT Skylife
로그,1,2,KT Skylife
아웃,1,2,KT Skylife
익명,1,0,KT Skylife
강경,4,2,KT Skylife
유출,2,0,KT Skylife
의심,2,0,KT Skylife
당사자,2,0,KT Skylife
상대로,2,0,KT Skylife
손해배상,2,0,KT Skylife
주소지,2,0,KT Skylife
기사도,1,0,KT Skylife
당황,0,2,KT Skylife
오픈,0,2,KT Skylife
인듯부럽,1,0,KT Skylife
부럽,1,0,KT Skylife
푸렛만원,1,0,KT Skylife
짭모아까지,2,0,KT Skylife
출동,2,0,KT Skylife
상황,1,2,KT Skylife
페이쓰리앱도,1,0,KT Skylife
웹뷰,2,0,KT Skylife
리프,2,0,KT Skylife
레시,2,0,KT Skylife
앱도,1,0,KT Skylife
상아,1,0,KT Skylife
출석,0,2,KT Skylife
삶이란앱,1,0,KT Skylife
어설픈가요앱,1,0,KT Skylife
어설프다,1,0,KT Skylife
인도,2,0,KT Skylife
혼자,1,0,KT Skylife
사시,1,0,KT Skylife
통신업체,1,0,KT Skylife
시네,1,0,KT Skylife
따라서,1,0,KT Skylife
동이다,1,0,KT Skylife
사구,10,0,KT Skylife
보 주,1,0,KT Skylife
리미트,2,0,KT Skylife
데이비드,1,0,KT Skylife
이대,1,0,KT Skylife
구로,1,0,KT Skylife
대구,3,0,KT Skylife
바닷바람,2,1,KT Skylife
수납,1,0,KT Skylife
어보,1,0,KT Skylife
마음속,0,2,KT Skylife
피터,0,2,KT Skylife
업무,2,0,KT Skylife
메이,2,0,KT Skylife
꽁꽁,1,0,KT Skylife
숨기다,3,0,KT Skylife
여자,1,0,KT Skylife
남자,1,0,KT Skylife
와서,2,0,KT Skylife
오겡기굿마이,1,0,KT Skylife
전진,1,0,KT Skylife
좌상,2,0,KT Skylife
새우,1,1,KT Skylife
장사,1,1,KT Skylife
유로파,1,0,KT Skylife
뚜벅쓰요금,0,1,KT Skylife
마땅,1,1,KT Skylife
정해,1,1,KT Skylife
서임,1,1,KT Skylife
시로,1,1,KT Skylife
캡챠인가,2,0,KT Skylife
체크카드,2,0,KT Skylife
멜로,1,0,KT Skylife
체리피커,1,0,KT Skylife
미닙요금으로,2,0,KT Skylife
읺았네요,2,0,KT Skylife
킷캣,1,0,KT Skylife
업뎃하거,2,0,KT Skylife
부산,2,0,KT Skylife
업뎃된거,0,2,KT Skylife
아오앱,0,1,KT Skylife
아하,2,0,KT Skylife
이란,1,0,KT Skylife
브로드,1,0,KT Skylife
밴드,1,0,KT Skylife
올레,1,0,KT Skylife
실제로,1,2,KT Skylife
개화산,1,0,KT Skylife
여우,1,0,KT Skylife
수준,4,0,KT Skylife
만기,2,0,KT Skylife
다가오다,1,0,KT Skylife
주 주,1,0,KT Skylife
부가세,1,0,KT Skylife
어늄공식,2,0,KT Skylife
악동,1,1,KT Skylife
경상도스웩저도,2,0,KT Skylife
깝상님쪽지부탁드립니다,1,0,KT Skylife
환승,2,0,KT Skylife
건중,1,0,KT Skylife
디즈니,1,0,KT Skylife
넷플,1,0,KT Skylife
전국,2,0,KT Skylife
신분,2,0,KT Skylife
라구,2,0,KT Skylife
서지원,1,0,KT Skylife
나마,0,1,KT Skylife
보험,3,0,KT Skylife
뒤적이다,1,0,KT Skylife
확정,2,0,KT Skylife
당사항,1,0,KT Skylife
단독,1,0,KT Skylife
변이,1,0,KT Skylife
인과,1,0,KT Skylife
동시,1,0,KT Skylife
백도,2,0,KT Skylife
알파,9,0,KT Skylife
보이,9,0,KT Skylife
오가족노브레끼저도쪽지좀주세요,0,1,KT Skylife
어늄조건,1,0,KT Skylife
시저,0,1,KT Skylife
바보,1,0,KT Skylife
콜백,1,0,KT Skylife
해주,1,0,KT Skylife
악명,3,0,KT Skylife
자자,3,0,KT Skylife
곳도,1,0,KT Skylife
아버지,1,2,KT Skylife
태우다,1,0,KT Skylife
연산,1,3,KT Skylife
미꾸라지,1,3,KT Skylife
유명,2,0,KT Skylife
사도,2,0,KT Skylife
언급,0,2,KT Skylife
라자,0,1,KT Skylife
묶이다,0,2,KT Skylife
서서,0,2,KT Skylife
기억,0,2,KT Skylife
고에이,0,1,KT Skylife
라오,1,0,KT Skylife
두리안,1,0,KT Skylife
아기,1,0,KT Skylife
귀여워,1,0,KT Skylife
몰리다,4,0,KT Skylife
후에,2,0,KT Skylife
인원,2,0,KT Skylife
만요,1,0,KT Skylife
라바,1,0,KT Skylife
꺼지다,2,0,KT Skylife
나은,1,0,KT Skylife
연체료,1,0,KT Skylife
빈대떡,1,0,KT Skylife
신사,1,0,KT Skylife
반드시,2,0,KT Skylife
나시,2,0,KT Skylife
일자,2,0,KT Skylife
오미,1,0,KT Skylife
몇백원수준이라스라는,1,0,KT Skylife
엄마,0,1,KT Skylife
공부,0,1,KT Skylife
여기저기,1,0,KT Skylife
년대,1,0,KT Skylife
좋아서,1,0,KT Skylife
장모,2,0,KT Skylife
사부,1,0,KT Skylife
후반,1,0,KT Skylife
진작,1,0,KT Skylife
원랑,1,0,KT Skylife
레이,1,0,KT Skylife
슬기,1,0,KT Skylife
우발,10,1,KT Skylife
어늄이번설날,0,1,KT Skylife
친척,0,2,KT Skylife
설날,0,1,KT Skylife
내년,2,0,KT Skylife
비용,2,0,KT Skylife
티스,1,0,KT Skylife
행복,1,0,KT Skylife
티보,3,0,KT Skylife
치타,1,0,KT Skylife
도요,0,1,KT Skylife
이정보,1,0,KT Skylife
해외,1,0,KT Skylife
로밍,3,0,KT Skylife
세팅앱이나,1,0,KT Skylife
지이,1,0,KT Skylife
공항,1,0,KT Skylife
내려오다,1,0,KT Skylife
해사,1,0,KT Skylife
국내,114,20,KT
일반,164,33,KT
버전,101,22,KT
없어,36,11,KT
알리,64,34,KT
주년,6,0,KT
행사,65,34,KT
노려보다,4,0,KT
문제,410,96,KT
궁금,214,18,KT
질문,77,20,KT
이러다,59,9,KT
얘기,124,28,KT
가지,106,15,KT
고고,13,0,KT
가르침,1,0,KT
그러다,283,46,KT
등록,180,41,KT
대부분,122,15,KT
시리즈,82,10,KT
별문제,5,0,KT
오음,2,0,KT
그렇다,630,153,KT
모델,124,51,KT
모르다,642,116,KT
샤오미,19,15,KT
발매,11,0,KT
경험,58,4,KT
설정,139,32,KT
들어가다,482,148,KT
우리,85,21,KT
공수,8,0,KT
처장,4,0,KT
봉인,5,0,KT
해제,38,2,KT
국회,32,0,KT
티키타카,3,0,KT
콘텐츠,27,0,KT
왕국,6,0,KT
어른,16,0,KT
장하,1,0,KT
지역,154,22,KT
소생,1,0,KT
연구소,7,0,KT
구독,123,20,KT
알리다,216,68,KT
제작,18,0,KT
홈페이지,94,11,KT
페이스북,3,0,KT
비비다,4,0,KT
인간,28,15,KT
동훈이,2,0,KT
미니,313,577,KT
오스,1,0,KT
동우,4,0,KT
다만,42,13,KT
여전히,29,4,KT
실행,29,0,KT
미약,2,0,KT
오동,1,0,KT
이제,208,56,KT
후퇴,5,0,KT
윤석열,62,2,KT
복귀,11,1,KT
목숨,3,0,KT
긍정,5,0,KT
마인드,10,2,KT
화끈,2,0,KT
추진,52,0,KT
그냥,725,194,KT
영웅,3,0,KT
후라이뚱시작은,1,0,KT
결국,87,15,KT
큰일,12,4,KT
시작,168,33,KT
기존,408,54,KT
전세,4,2,KT
빌라,5,0,KT
집주인,3,2,KT
건물,20,7,KT
전체,71,30,KT
인터넷,676,80,KT
일괄,10,10,KT
새로,73,14,KT
이사,51,1,KT
오랜만,28,6,KT
업체,159,35,KT
찾아보다,161,22,KT
관련,150,19,KT
여쭈다,47,8,KT
확실히,43,0,KT
브랜드,59,24,KT
이동,321,51,KT
통신사,456,111,KT
편하다,79,32,KT
거르다,15,11,KT
아예,44,15,KT
거들뜨다,1,0,KT
어떻다,272,63,KT
아내,29,0,KT
현재,275,39,KT
알뜰,565,118,KT
이용,287,40,KT
결합,595,113,KT
할인,1606,1844,KT
불가,133,106,KT
할거,42,21,KT
당연히,70,10,KT
같이,172,51,KT
어떤,127,59,KT
방식,55,0,KT
신청,533,111,KT
가장,137,60,KT
지원금,168,26,KT
많이,265,95,KT
사실,144,27,KT
품질,58,10,KT
중요,91,10,KT
기준,315,176,KT
요새,26,3,KT
알아보다,247,55,KT
워낙,26,6,KT
갈피,1,0,KT
뽐뿌,212,198,KT
아시,15,4,KT
답변,322,57,KT
봄뿌,2,2,KT
상담,148,30,KT
메뉴,20,3,KT
사은품,173,18,KT
모두,155,19,KT
동일,133,98,KT
만원,1397,357,KT
수준,86,18,KT
이고,81,4,KT
대동소이,2,0,KT
차이,224,32,KT
일단,206,22,KT
리모컨,9,1,KT
반응,18,0,KT
느리다,86,18,KT
스피커,8,5,KT
채널,72,21,KT
편성,6,0,KT
정말,140,10,KT
스포츠,11,4,KT
유료,23,2,KT
무난,18,3,KT
제일,109,45,KT
셋탑,49,12,KT
앱이,31,2,KT
유튜브,107,24,KT
방송,37,4,KT
저렴,167,32,KT
케이블,40,10,KT
대수,5,0,KT
늘어나다,19,10,KT
비용,67,25,KT
대신,70,8,KT
가입,788,134,KT
거의,137,35,KT
올리브,11,0,KT
자세,35,18,KT
댓글,244,35,KT
스포츠서울,13,0,KT
수원,29,0,KT
연주,3,0,KT
기자,65,4,KT
선수,87,0,KT
성장,39,0,KT
발판,3,0,KT
새롭다,119,17,KT
변화,59,2,KT
준비,83,16,KT
빠르다,148,24,KT
갖추다,8,0,KT
유망주,6,0,KT
자리,62,9,KT
활력,1,0,KT
불어넣다,1,0,KT
있다,145,6,KT
윤준,7,0,KT
유준,6,0,KT
중심,16,0,KT
장타력,1,0,KT
조직,6,2,KT
공격력,1,0,KT
앞세우다,9,0,KT
득점,6,0,KT
올리다,235,68,KT
보유,16,0,KT
등장,10,0,KT
컬러,29,2,KT
바뀌다,119,22,KT
전망,43,0,KT
이다,155,11,KT
이강철,15,0,KT
감독,68,0,KT
기대감,17,0,KT
감추다,4,0,KT
생기다,111,24,KT
계속,196,51,KT
발야구,1,0,KT
변하다,89,17,KT
베테랑,13,0,KT
내야진,3,0,KT
구성,31,18,KT
황재균,15,0,KT
김상수,19,0,KT
허경민,19,0,KT
주축,1,0,KT
일각,2,0,KT
내야,35,4,KT
고령,8,0,KT
대하다,151,10,KT
우려,34,2,KT
나오다,780,281,KT
상황,181,26,KT
때문,236,63,KT
장기,41,8,KT
관점,11,2,KT
필수,119,2,KT
특히,54,4,KT
시범,57,0,KT
경기,153,6,KT
존재,32,5,KT
나타내다,4,0,KT
발전,21,0,KT
주루,19,0,KT
강점,9,0,KT
주전,24,0,KT
야구,87,6,KT
내야수,2,0,KT
졸업,12,0,KT
신인,21,0,KT
드래프트,13,0,KT
라운드,28,0,KT
지명,9,0,KT
지난해,73,0,KT
후반기,1,0,KT
무대,10,0,KT
인정받다,2,0,KT
올해,108,2,KT
모습,36,2,KT
보이다,253,51,KT
타율,3,0,KT
기록,86,12,KT
쾌조,4,0,KT
타격감,3,0,KT
유지,382,56,KT
키우다,42,2,KT
안타,16,0,KT
타점,4,0,KT
사령탑,10,0,KT
도장,2,0,KT
규도,1,0,KT
기대,75,4,KT
군산상고,1,0,KT
출신,27,0,KT
원래,169,25,KT
외야수,5,0,KT
포지션,20,0,KT
변경,419,85,KT
도전,35,0,KT
섰다,5,0,KT
정교,7,0,KT
타격,20,0,KT
리틀,2,0,KT
이정후,3,0,KT
별명,2,0,KT
과감,4,0,KT
플레이,16,0,KT
입증,6,2,KT
능력,20,0,KT
기대다,2,0,KT
활약,10,0,KT
